"","M0000000098","M0000000917","M0100001106","M0100001391","M0100001999","M0100002129","M0100004541","M0100006116","M0100008994","M0100009026","M0100009123","M0100015755","M0100020377","M0100020409","M0100021374","M0100022006","M0999907765","M0999912026","M0999923680","X10800_15","X11355_10","X12444_39","X12450_42","X12685_57","X13572_43","X15435_4","X15515_2","X17355_56","X17384_110","X18339_207","X18401_18","X18870_1","X3026_5","X5228_25","X7625_27","X9747_48","ENSG00000005812.11","ENSG00000014123.10","ENSG00000069275.13","ENSG00000072401.15","ENSG00000079277.22","ENSG00000082074.19","ENSG00000084090.14","ENSG00000085063.17","ENSG00000085978.22","ENSG00000087206.17","ENSG00000100129.18","ENSG00000100823.12","ENSG00000103365.15","ENSG00000104343.21","ENSG00000105373.19","ENSG00000108312.15","ENSG00000110931.19","ENSG00000115053.17","ENSG00000118596.12","ENSG00000120899.18","ENSG00000120992.18","ENSG00000121060.18","ENSG00000129103.19","ENSG00000130520.11","ENSG00000133703.13","ENSG00000134152.11","ENSG00000134851.13","ENSG00000139746.16","ENSG00000144848.11","ENSG00000145912.9","ENSG00000155287.11","ENSG00000158201.10","ENSG00000162923.17","ENSG00000163412.13","ENSG00000163466.16","ENSG00000167207.14","ENSG00000167658.16","ENSG00000168421.13","ENSG00000172965.17","ENSG00000181381.14","ENSG00000189091.13","ENSG00000198162.12","ENSG00000198242.14","ENSG00000198604.11","ENSG00000198833.7","ENSG00000204590.12","ENSG00000211747.3","ENSG00000211772.11","ENSG00000225190.11","ENSG00000230989.7","ENSG00000242616.4","ENSG00000246263.3"
"M0100020377",0.00571809682937013,0.00361128459639872,0.00559986151669031,0.000824318587596338,0.0101468296632512,0.0147061960648344,0.0117029879270538,0.00274650898101371,0.011360603465702,0.0103159912480063,0.0153755267166899,0.00658704344058697,0,0.00536398261849093,0.0282894419151463,0.00378568676121674,0.00255847786741363,0.0175149756961093,0.000442184844032421,0.00505472664225565,0.00408596765551436,0.00282730630520713,0.00779490630664251,0.0121373994905923,0.000589537199549079,0.0150181248341835,0.0640513504027399,0.0174024055145754,0.0215815934099465,0.00193523297061754,0.003017354893746,0.0016477262622572,0.00260821742702574,0.00111051644785488,0.010660049155883,0.0134553428524605,0.00811271022283767,0.00144608023623936,0.0132275210428392,0.00608274182320377,0.000639706612554006,0.00931602875700883,0.00435887766588408,0.00163068498516589,0.00165763577484313,0.00546885605413341,0.00355637545563968,0.00188850384051528,0.00686288928885149,0.00814060796660194,0.00164397964362683,0.00111201612853572,0.00737646005877442,0.000906899800884501,0.009638152252199,0.00323822823910354,0.000577239014994547,0.00755439342851386,0.0130052694008653,0.000191511786244983,0.00338219615297807,0.00605669058453482,0.0067567553784499,0.00282756171198601,0.00755408516511873,0.00163404484923883,0.0016001632360307,0.00769380964595825,0.00170218244450504,0.0124182454167551,0.00841573236082714,0.00993691141742635,0.000280984918711475,0.00660708438896922,0.00950376104102408,0.0117031630881216,0.00891204853505586,0.00260393475099994,0.00266506987715726,0.00625413257787836,0.0112167280076384,0.00483419761247206,0.00562540722972442,0.00256906867742827,0.00646309918425533,0.00133170886959357,0.00685838971203209,0.00737351372371559
"M0100020409",0.0045678570066127,0.00232509684950217,0.00444554519855508,0.0014421547966305,0.00746053608648047,0.0096402070989205,0.00736321314294083,0.00201385943146432,0.00769723611565866,0.00786290702663423,0.0102887060011263,0.00534591641815345,0.00536398261849093,0,0.0185017452623321,0.00286645901912518,0.00185901236474514,0.0110822345037738,0.000559365337017581,0.00268749167540817,0.00257964787399592,0.0012331686770864,0.00600402386262766,0.00957000462889761,0.000509600570811613,0.0144331809424314,0.0380599875102488,0.0130945111384705,0.0167704413046197,0.00079213625758584,0.00150711585345292,0.000862482735696733,0.00122401189525119,0.000913274794799646,0.00988567725295703,0.00891552004882583,0.0058801795028433,0.000769430813667459,0.00861367130640668,0.00372338623125245,0.00033861861409318,0.00727074065648429,0.00262003461206069,0.00138058224342596,0.00121559346137344,0.00433997726311323,0.00205045556009957,0.00164543474563569,0.00532323522466895,0.00498392692173843,0.000919196476135085,0.000651181340665176,0.00814139719026662,0.000473973237696953,0.00776125814783778,0.00191910331025726,0.000340021234629569,0.00579027814194692,0.0100813162847091,0.000100671494135008,0.00212326711786474,0.00440609877550964,0.00511201940036365,0.00185510360788785,0.00562917163120161,0.000957768033736659,0.00108258670449628,0.00463026260079256,0.000740213092845592,0.00857665363181188,0.0058963498752698,0.00798473928961363,0.000165577685189752,0.00433460572757881,0.00672390184408692,0.00817896469424776,0.00585936774481771,0.00220789663501212,0.00201064433992179,0.00380044652886883,0.00785171402986799,0.00293010917140182,0.00428318748306679,0.00389315893197234,0.00432065656805033,0.000863812936973986,0.00461397250457127,0.00505090921790733
"M0100021374",0.0327947739195058,0.0119309628925261,0.0236604536471908,0.0111502265479464,0.0459115184915881,0.0596336065461406,0.0365448273113143,0.00934956403452225,0.0430936385641124,0.0355651416934633,0.0544248145048153,0.0211059715486075,0.0282894419151463,0.0185017452623321,0,0.0185654351436164,0.00866345053210532,0.0544516011648449,0.00382827152583342,0.0148690909857436,0.0134687697892091,0.00829039653413484,0.0318520004916106,0.0396071504523861,0.00255212257164287,0.0737799057445677,0.198717293128739,0.0500773553104999,0.0675286108278427,0.00554483867291595,0.0075981971230092,0.00564477552975698,0.00795303016228944,0.00419225546898546,0.0637109843903848,0.0425616938746081,0.0251629814423052,0.00394359021102033,0.0401091620696251,0.0220790583417537,0.0017469516836966,0.0426421049579011,0.0142472206019786,0.00771005263729919,0.00612315697269813,0.0195926951795585,0.0100819039159151,0.0137735602239206,0.0258347516331352,0.0253229036767048,0.004405751199863,0.0039224082815625,0.0539630507248938,0.00277991071962331,0.0569709642346032,0.0125701818921364,0.0020123930554129,0.0271228616146948,0.0483953064493838,0.000525899711924312,0.0133438637213594,0.0191456945249013,0.0293203272013677,0.00919855811728337,0.026767483440351,0.00513189855873733,0.00550668420983279,0.0204038569781993,0.00401149268345321,0.0614412605173331,0.0254431951451475,0.044496794955103,0.000965957531127108,0.0206163181076528,0.0501427933132745,0.050697527497436,0.0262587093754042,0.0186946784135403,0.0106106292490243,0.0239285742706379,0.0368449128363216,0.0161129341747278,0.0306039748197865,0.0252056034783001,0.0182226013843562,0.00468874391755765,0.0223050204502312,0.0262632337678574
"M0100022006",0.00547849184704695,0.00204951076918785,0.00388258710546481,0.00224841613476251,0.00803888622246143,0.0105404500123477,0.00595386027213718,0.00153219720256258,0.00690654568046742,0.00455078644521798,0.00901721762145267,0.00272678788984651,0.00378568676121674,0.00286645901912518,0.0185654351436164,0,0.00131585411609699,0.00867817877652033,0.000800800659778064,0.00236822686022309,0.00223433794200676,0.00110859230936412,0.00524854132584255,0.00476604346982296,0.000467760204834984,0.0118472860164812,0.0327855338384499,0.005534637573598,0.00858600607420136,0.0008147954740976,0.00127255771263578,0.000821819052376305,0.00122437011752709,0.000796671712277022,0.0108214485084054,0.00534118903956303,0.00312564787473908,0.00063962351557341,0.0056231295459375,0.00376890399774876,0.00025573749869607,0.00707841804725077,0.00201330069395709,0.00128438914815542,0.000854274350278445,0.00292898821900706,0.00170836666674165,0.00255620189328352,0.0036708828321092,0.00343649763194295,0.000716139571478939,0.000613568664429438,0.00845910493739335,0.000393529674850107,0.00902685250139956,0.00218790333741516,0.000323958227208459,0.00414429992510137,0.00789962600510697,8.17563873296334e-05,0.00225937592716155,0.00261648056795472,0.00492880647125458,0.00130420750742899,0.00408122193159469,0.0008443630770221,0.000806525203173564,0.00303321939751158,0.000555802885123311,0.00975459429409361,0.00366654559327002,0.00759032988426464,0.000144690836224133,0.00302793195066611,0.00826119523455101,0.00922470970249049,0.00327666434599508,0.00342109677223874,0.00186222276612956,0.00319670898672109,0.00615138264710817,0.00223554821912668,0.0055976155428332,0.00416143914232749,0.0026718321507037,0.000680303518833307,0.00347309009297964,0.00396011106246819
"M0999907765",0.001659124049445,0.00117472764221041,0.00199099433210317,0.00050488605473257,0.00317280988355079,0.00417367386036034,0.00364538195964461,0.00103598125333732,0.00360584205323305,0.00384183575488163,0.00479937269528224,0.00264919993145471,0.00255847786741363,0.00185901236474514,0.00866345053210532,0.00131585411609699,0,0.00544860596576005,0.000235733368175786,0.001224799227168,0.00126631475050831,0.000579087215330472,0.00268134138282041,0.00461093054498009,0.000279873673432771,0.00613703898648825,0.0186316517854201,0.0065518574642774,0.00838245793982475,0.000416356013037714,0.000706662713902453,0.000392923861836642,0.000714713754269967,0.000449341078650991,0.00404179509364979,0.00435672202313586,0.00288027094240341,0.000391577722825414,0.00429142947095422,0.0016283796699176,0.000157242329642474,0.00318327156909787,0.00139940018326972,0.000730035234229042,0.00061747083909263,0.0020226267608912,0.00111100935010782,0.000523520166211796,0.00278351479669445,0.00247654676100319,0.00042268544846037,0.000372126147293429,0.00358733470996407,0.000249750919757359,0.00309338094703508,0.000783707733655094,0.000207791675439377,0.0029500098673359,0.00488681394250083,6.08618672990549e-05,0.000921374531158001,0.00216463267596056,0.00247282771579296,0.000971453401101872,0.0029807397153668,0.000509194365170045,0.00056738660798316,0.00228663062243785,0.000346871935368217,0.00363116932374565,0.00276069233523546,0.00358145691815118,0.000101244590783607,0.00194071058994374,0.00273928125561929,0.00320240818849226,0.00291242475830534,0.000727687401421181,0.00104680181093229,0.00187170749182196,0.00375315223019223,0.00147039300157604,0.00191032073051993,0.00169928359361871,0.00202408797193298,0.000464461792400217,0.00233713500451638,0.002417416083786
"M0999912026",0.0105510031238844,0.00887531104020963,0.0113158003771053,0.00229892146402091,0.0218209826786741,0.0280455503633429,0.0252263163723717,0.00614332348815435,0.0245431206340653,0.0206817394253819,0.0312579446164619,0.0134328292500031,0.0175149756961093,0.0110822345037738,0.0544516011648449,0.00867817877652033,0.00544860596576005,0,0.00116528360139031,0.0100370421323942,0.00853255281907811,0.00507057408204596,0.0157438510238483,0.0235464642114568,0.00181825145599959,0.029706149913434,0.135790948837964,0.027568524078646,0.044090456827651,0.00335789128756977,0.00555386535559865,0.00356833183334179,0.00485289765384937,0.00356147053429803,0.0214929455014679,0.0254059147166652,0.0153417235717002,0.00314734248924265,0.0249204945120298,0.0098247422497177,0.00141937573072887,0.0224170358278688,0.00755470076948629,0.0047808343909764,0.00296549992847178,0.0116074364526739,0.00682121218843744,0.00328078247286359,0.0143968256758016,0.0144797706764692,0.00351898968940227,0.00213987655764916,0.021288482664758,0.00164894038558035,0.0186709994962059,0.00612109407796797,0.00100750005238051,0.0182587498488867,0.0304812884113888,0.000362898386287191,0.00636675010772461,0.0121351219111997,0.0161722328011506,0.00520947902713691,0.0156466481147532,0.00325567029589504,0.00319968865928535,0.0140263716188393,0.00291396307048233,0.021841916220643,0.0191573847053666,0.0208275443865796,0.000601133583683839,0.0126815746961283,0.0196175693494615,0.022213851523165,0.0175857559030583,0.00535337045736378,0.00605083314967513,0.0107038540473076,0.0244576855089741,0.00925648982055351,0.0129320481320366,0.0104258094694726,0.0108617776241243,0.00250706498216214,0.0143613840433926,0.017659082501207
"M0999923680",0.00156732552171784,0.000325864940347642,0.00103591309072408,0.000912222403070574,0.00189150695680203,0.0027893374038606,0.000848066366778283,0.000275356642603932,0.00126713760257893,0.000771082225020379,0.00185033771249802,0.000423049424157188,0.000442184844032421,0.000559365337017581,0.00382827152583342,0.000800800659778064,0.000235733368175786,0.00116528360139031,0,0.000269176605447429,0.000365673625701292,0.000102144628855589,0.00118582269919971,0.000686318660207759,8.4228881408932e-05,0.00349142816183079,0.00455987139649272,0.00113740494645676,0.00121046298809538,5.58689904705805e-05,0.000150751312767381,3.48945285885568e-05,0.000170313348348512,0.000133932037713965,0.00361018566196579,0.000609890920509637,0.00043818443648361,8.76115450008021e-05,0.00102488481661641,0.000988377269356752,3.65799048020011e-05,0.00185481642243464,0.000344284366725386,0.000247295082893473,0.000150527089503933,0.000543954660570639,0.000327109799976773,0.000959747934882021,0.000611113721828773,0.000534234774143472,7.61446608452971e-05,0.000117789612105897,0.00213984856440543,6.99451991721707e-05,0.00279464690486114,0.000496258309063885,6.69230126225956e-05,0.000673682231615398,0.00182659799146754,1.52831984555894e-05,0.000527071800861726,0.000398272577961202,0.000754455687357562,0.000192796536098582,0.000686197975190636,0.000142054996001302,0.000136675228329017,0.000483783403961669,6.76334114294649e-05,0.00253624361698619,0.000303702625522309,0.00203718869320375,3.30858376089783e-05,0.000334652623093137,0.00248770471935663,0.00204138710340549,0.000530088319751147,0.00120823139366534,0.000390656324848545,0.000637435107193416,0.000956593718943772,0.000299449031435763,0.00169684167943497,0.00127563203884116,0.00043595193357853,0.000121979483502129,0.000572244226480503,0.000339167137644546
"X10800_15",0.00316778785978199,0.00229814355324004,0.00276207369350108,0.000374239303372976,0.00544930131238163,0.00747350832888237,0.00615249756532909,0.00151187330549021,0.00590309119054655,0.00466814263709519,0.0079149892653936,0.00272450784621279,0.00505472664225565,0.00268749167540817,0.0148690909857436,0.00236822686022309,0.001224799227168,0.0100370421323942,0.000269176605447429,0,0.00223984285362081,0.00143454923275878,0.00394748732553925,0.00533521158469136,0.000377960456730778,0.00744168181646492,0.0347085491042622,0.006545726820722,0.00841498403212658,0.000978281464163056,0.0015816051191906,0.000948419243661558,0.00138190050583021,0.00072605925556594,0.00500727927208154,0.00557678997295042,0.00342849761032139,0.00074083676287453,0.00590838212810242,0.00324576059809186,0.000319697267456767,0.00517388180735199,0.00172120680875669,0.00112433887035932,0.000701980293402433,0.00262088350213551,0.00168823095469652,0.000843628149165003,0.0033769917765043,0.00383201592669691,0.000985991778650791,0.000502471932960645,0.00459919573794494,0.000397222608273349,0.0053607680316738,0.00181973701009635,0.000231946862383756,0.00448033583051797,0.00742668164465972,9.41405627346102e-05,0.00158194164053806,0.00287304458677314,0.00373228801738608,0.00115910603217841,0.00377781920762061,0.000843809353401575,0.000739875634985195,0.00330731266796498,0.000868832122927222,0.00591544842842524,0.00419571832499784,0.00555101510352395,0.000148443610759424,0.00341741676138273,0.00498836959365263,0.00639780941983135,0.00428284124024688,0.00162317474360571,0.00146238959123871,0.00254935806361549,0.00616603583967567,0.00221703006916426,0.00343277736419342,0.00215429135879642,0.00298627665852178,0.000460208156479131,0.00336242420753636,0.00440038367963827
"X11355_10",0.00261522780439583,0.00229975098143292,0.00256198097344375,0.000563117519462877,0.00580436746961795,0.00665613326221168,0.00607771485258789,0.00157696740186289,0.00547825507906327,0.004160890474371,0.00733792064865921,0.00261935246917087,0.00408596765551436,0.00257964787399592,0.0134687697892091,0.00223433794200676,0.00126631475050831,0.00853255281907811,0.000365673625701292,0.00223984285362081,0,0.00105833501011961,0.00359595825683359,0.00520325869155893,0.000466723173664579,0.00555494527897916,0.0341052896870404,0.00487100556145949,0.00842593724008441,0.000701077823412221,0.0013451340166074,0.000660592521968729,0.00111338357795265,0.000847247912554332,0.00456331495457842,0.00525062944928492,0.00319653637700999,0.000606883905799269,0.0056583451193848,0.00259844301491612,0.00030878871343106,0.00460263947298104,0.00184006582443395,0.00114855866431139,0.000936651217126135,0.00266559388371339,0.00179526550971349,0.00104221895889181,0.00341326758666881,0.00372628191917452,0.000715049737260668,0.000675785416445461,0.00407383599757912,0.00040965509834931,0.0045032929183526,0.00142613819929994,0.000323306482547723,0.00389310668415957,0.00632713606869684,8.80057604058763e-05,0.00151797490047337,0.00294542439867621,0.00442627457458282,0.00121827982503721,0.00390113815042759,0.000973544574196283,0.000803272167861715,0.00320333227801065,0.000584709931475165,0.00517341523641515,0.00287755474860746,0.00520118915705225,0.000131058930551406,0.00293707868155489,0.00385543113428313,0.00501879568413628,0.00379707029697545,0.00125809157427107,0.00154927140805608,0.00265369896674238,0.00715174337409545,0.00220589956800319,0.00314389453053493,0.00187757956817101,0.00270713439309302,0.000680489330174419,0.00394303274439967,0.00325554739753282
"X12444_39",0.00120068903536966,0.00101431394435482,0.00120399766737897,0.000116003877572223,0.00255216923440514,0.00382952642966629,0.00315212542144163,0.000558241762987613,0.00302923666985682,0.00201323407968085,0.00385075269297891,0.00109784596069654,0.00282730630520713,0.0012331686770864,0.00829039653413484,0.00110859230936412,0.000579087215330472,0.00507057408204596,0.000102144628855589,0.00143454923275878,0.00105833501011961,0,0.00162202384158052,0.00209449898675075,0.000170533286861016,0.00165768235287742,0.0178218537816073,0.00286156321095011,0.00411098710826273,0.000760612651882052,0.000858577762687211,0.000687631589098301,0.000893264060989316,0.000391336421404525,0.00205149155620335,0.00319721413691703,0.00153895729892455,0.000454834533107589,0.00254970618204497,0.000974394501551285,0.000241498485647687,0.00301910404396611,0.00102614643543728,0.000681369918078053,0.000264481462143397,0.00110745789719682,0.000915032289407318,0.000288190790925194,0.00135332283247468,0.00178656266887174,0.000576182850608289,0.000321127494704434,0.0018402111340256,0.000327221276968399,0.00201734445612007,0.000896636683268348,0.000131648801489381,0.0025442257858852,0.00315196124404138,4.99538887803803e-05,0.000790792928822387,0.00102598831492129,0.00187434893652521,0.000740685622041248,0.00179042520972875,0.00042943211583346,0.000369853552581753,0.00156037971945625,0.000616827570557018,0.00230834723825172,0.00140435017015413,0.00214749585180303,0.00012521613760183,0.0012160854224574,0.00238223372620564,0.00251927900659007,0.00162264643182993,0.000690623742638947,0.000790269791312281,0.00199888482264571,0.00210077552241987,0.00132010722899838,0.00189649969303206,0.000779868132674742,0.00102930254973009,0.000221247451007202,0.00161701847194058,0.00215606543219971
"X12450_42",0.0106853755926471,0.00321070256777385,0.00810852887517113,0.00426143899361472,0.0152938226385122,0.0194064114576106,0.010248862950135,0.0029895860536,0.012739850178485,0.0122829179453648,0.0170160978433411,0.00833133987278976,0.00779490630664251,0.00600402386262766,0.0318520004916106,0.00524854132584255,0.00268134138282041,0.0157438510238483,0.00118582269919971,0.00394748732553925,0.00359595825683359,0.00162202384158052,0,0.0156907814317863,0.000677778137291638,0.0304656318164449,0.0530338582784823,0.0215830890876883,0.0240792702778924,0.00102688922250913,0.00213086052325258,0.00118283904482996,0.00156795559370649,0.0012560168769244,0.0257902786755629,0.0134497419314423,0.00916956533649534,0.00104829281236109,0.0136859315762167,0.0065913759888165,0.000460436038202443,0.0134096810900509,0.00379967269500966,0.00184319717647535,0.00187485968037249,0.00729037089455823,0.00273986189348644,0.00426080019355692,0.00815959771663313,0.00751964797021715,0.00127296410732372,0.000860213325047483,0.0166333904697866,0.000624761194902541,0.0182873991068612,0.0035338176306454,0.000440714127019948,0.00829497087744977,0.0169297237788562,0.000124839666790113,0.00403867806348768,0.00696163573000941,0.00802418964330991,0.00282382707703551,0.00818379157978865,0.0012842382752594,0.00158342153313351,0.00699330793512821,0.00101323605411732,0.0174358396035941,0.00887247743701641,0.0151307798630943,0.000202306081551563,0.00715773100109525,0.0164656542644842,0.0189830054743761,0.00882935603197055,0.0057962272527681,0.00288326404249049,0.00641118673409948,0.0118931861111092,0.00434345220806764,0.00892308886047571,0.00714157212127862,0.00714609833940072,0.0012365595872409,0.00639906337339448,0.00745657605133786
"X12685_57",0.0105058596356906,0.00452843709309543,0.0112845246800351,0.00274744812806745,0.0161446110194043,0.0182924505118233,0.0150086703905541,0.00460396131004393,0.0160508432037054,0.0240220088291955,0.0224097281042345,0.0174773950552991,0.0121373994905923,0.00957000462889761,0.0396071504523861,0.00476604346982296,0.00461093054498009,0.0235464642114568,0.000686318660207759,0.00533521158469136,0.00520325869155893,0.00209449898675075,0.0156907814317863,0,0.000918222623514923,0.0441762917463598,0.0702249805526508,0.0476809477253953,0.0536008944546161,0.00130478573613539,0.00277574108869126,0.00142563086398281,0.00195479488352758,0.0018461994348685,0.02530994751972,0.0259967249371176,0.0188406440249302,0.00130907885640962,0.0233947415930061,0.00645565787095366,0.000686316045526219,0.0151632078705436,0.00628393178610412,0.00215191340941092,0.00360175279064224,0.0116299493205384,0.00355504470231937,0.00241193239439464,0.0149032591222752,0.012664288794356,0.00158642534105404,0.0012489914452496,0.0222075729138114,0.000802880737492754,0.0155405301794173,0.00305429126949192,0.000574159463784882,0.0141107492996243,0.0239568124775727,0.000206797016999059,0.00390598024132789,0.0134610063088963,0.0117409423155782,0.00507725093140058,0.0144620061996773,0.00182776839401867,0.00268094232536938,0.0116839868538728,0.00112521606835471,0.0177717521295812,0.0163891499384167,0.017679988546146,0.000219786037571525,0.0115811238790781,0.0119332035119943,0.0171190057791763,0.0177391584618095,0.00284200147086712,0.00356206602166438,0.00885626579777953,0.0187666281929483,0.00689869395536108,0.00785826507012311,0.00858354620769783,0.0130235394706275,0.00210116678754158,0.0111269830443899,0.0124324823120819
"X13572_43",0.000405353690009694,0.000529782980730035,0.000497212101317894,0.000151444248309988,0.0010927624414598,0.00123986709646603,0.00120410157882444,0.000336913695658917,0.00122532295448622,0.000781967218786517,0.00144774087860854,0.000500603018373513,0.000589537199549079,0.000509600570811613,0.00255212257164287,0.000467760204834984,0.000279873673432771,0.00181825145599959,8.4228881408932e-05,0.000377960456730778,0.000466723173664579,0.000170533286861016,0.000677778137291638,0.000918222623514923,0,0.0010076993156945,0.00651128720273421,0.000750507904397292,0.00156277307429416,0.00018079513652622,0.000210469666701546,0.000149344679267523,0.000298017643945954,0.000201661526828879,0.000906965735791513,0.00110500958475751,0.000574992014657319,0.000140061597271771,0.000980543781893663,0.000468302476984096,5.47318150451691e-05,0.000915748507878565,0.000361064625851659,0.000294281865467608,0.00016388216192495,0.000502468038636624,0.000400801756431997,0.000153690674737574,0.000683575353623134,0.000725941497887097,0.000133425570253443,0.000158620748049267,0.00114268872630025,7.48265238551978e-05,0.000892143795556454,0.000246649291512767,8.10175996891475e-05,0.00083131672394754,0.00154867660761896,2.29354891652828e-05,0.000270176512072365,0.000501018774053308,0.00095274079943123,0.000237348161087322,0.000849709986748649,0.000223066483220725,0.000161240034928549,0.000553563906908217,9.9358852553236e-05,0.000684255394379,0.000616380323872257,0.00113250022330621,3.58246804732797e-05,0.000497633517183866,0.000879093291676761,0.000802385408193467,0.000724444408156034,0.000241676139278802,0.000303415989580659,0.000393611890589767,0.00138296420333256,0.000481110405037402,0.000658766873406155,0.000537695787933873,0.000479176896066726,0.000140438620706551,0.000780613596388597,0.000559713498270659
"X15435_4",0.0333254350494963,0.00456394411809473,0.0230274157213529,0.0132420406746034,0.036597259479314,0.0479353734474366,0.0190595923122908,0.00602371571116829,0.0280670846901832,0.0356624413700791,0.0388271037343205,0.0245538911570625,0.0150181248341835,0.0144331809424314,0.0737799057445677,0.0118472860164812,0.00613703898648825,0.029706149913434,0.00349142816183079,0.00744168181646492,0.00555494527897916,0.00165768235287742,0.0304656318164449,0.0441762917463598,0.0010076993156945,0,0.0833371749881086,0.0694868070961429,0.0760640043329072,0.000806752056690568,0.00315095289393153,0.00157332161013666,0.00146482175968521,0.00212479653122985,0.0720869800729501,0.0348213540898088,0.0255386659618369,0.00160016533283052,0.0324302033335115,0.0158638542100299,0.000707453009744186,0.0335834365694223,0.00852272358295106,0.00273538325907217,0.00476998031246446,0.0185803536048242,0.00409905805101804,0.0146185392957136,0.0196867343655904,0.0151514133942272,0.00188934676576602,0.00113981515322719,0.0511354969205101,0.000874536473317813,0.0501702849713523,0.00923094590505291,0.000604022863019028,0.0179475549622863,0.0403650769380212,0.000214800118245228,0.0102280052016038,0.0176854617265562,0.0166060115439579,0.00663630826165292,0.0185246130096994,0.00164729739142416,0.00358615633267334,0.0156345772943878,0.00115360428415929,0.0475769762615659,0.0262200500890927,0.0381147018548646,0.000204702408092894,0.0165028291310915,0.0437766906492828,0.0477225611604808,0.0227252934308824,0.0160099903234687,0.00629387212383157,0.0146975187165517,0.0219278109004096,0.00845708071964285,0.0229047703912043,0.0236555677778422,0.0189510599612317,0.00299798783468788,0.0131886901140453,0.0186117032027922
"X15515_2",0.0364019425605119,0.0310030598123005,0.0375564307726366,0.00778848921633212,0.0798955824329261,0.101516415007457,0.0919901459077922,0.0221850012387588,0.0873951174520717,0.0631426657255278,0.110826747023844,0.0398566296310848,0.0640513504027399,0.0380599875102488,0.198717293128739,0.0327855338384499,0.0186316517854201,0.135790948837964,0.00455987139649272,0.0347085491042622,0.0341052896870404,0.0178218537816073,0.0530338582784823,0.0702249805526508,0.00651128720273421,0.0833371749881086,0,0.0719387253764219,0.126930507767279,0.0115762803764552,0.020885238908753,0.0124198919135357,0.0166980819141193,0.0123953925263837,0.0666592914097172,0.0822402943348597,0.0473183770069635,0.0107908665525563,0.0855729636246939,0.0381114916227173,0.00492093706450769,0.0723050409737947,0.0279742451824846,0.0168794181633339,0.0113377217559614,0.0394378046624442,0.0259573181691245,0.0137857550039687,0.049334472142964,0.0522064146775636,0.0120510050663043,0.00862867689371269,0.0611222771781282,0.00638189686490948,0.065046817666697,0.0230792397915484,0.00431778502185775,0.0581902686513397,0.0950660462951835,0.00117326587007653,0.024158134845367,0.0403283185599695,0.0628869192281458,0.0186312253887698,0.0542097589905611,0.0125797329220308,0.0115213579828039,0.0499366361121639,0.010106586657079,0.0815528596305499,0.0561704918944002,0.0740954479586183,0.00206080206370834,0.0452235594254361,0.0636254146894685,0.0799352055959354,0.0527169274308377,0.0198501781473346,0.0231636997483694,0.0390235949412766,0.094135779986463,0.033880713096311,0.0434939821729743,0.0329711021534719,0.0356902671101588,0.00990189203733355,0.0522129790005608,0.0556591514603146
"X17355_56",0.0148809709479835,0.00357457779210778,0.0165708654394077,0.00451416378967094,0.017490072255027,0.0250358566228375,0.016671379867983,0.00519066043431351,0.0187884535998138,0.0367743231080532,0.0326892839584251,0.0271111338075601,0.0174024055145754,0.0130945111384705,0.0500773553104999,0.005534637573598,0.0065518574642774,0.027568524078646,0.00113740494645676,0.006545726820722,0.00487100556145949,0.00286156321095011,0.0215830890876883,0.0476809477253953,0.000750507904397292,0.0694868070961429,0.0719387253764219,0,0.0760607037175725,0.00121867532589624,0.00316238676649162,0.00142055877523961,0.00185590367232388,0.00185302548031046,0.0388691618991241,0.0330471231231714,0.0274738954217277,0.00147721536182188,0.0312455319158266,0.00838862127626563,0.000730807411067042,0.0192481543295931,0.00878753679004248,0.00251531172477981,0.00456968441236262,0.016424332878698,0.00417025710111022,0.00352291239988318,0.0198260912249145,0.0179651545356264,0.00197295640554039,0.00117281639671186,0.0323357531565653,0.00104508726719007,0.0266369919027415,0.00363411926112009,0.000598388495921492,0.0236613930051083,0.0305869067290988,0.000269139622722957,0.00468784307024712,0.0171779113892081,0.0139052529816744,0.0068438741415351,0.0202282181482601,0.00146417996550604,0.00315405538304789,0.0182824941102917,0.00141216256664326,0.0220371303603832,0.0217535055431118,0.0214545942995315,0.000337369048635455,0.0133247622511981,0.0153595411041985,0.0232100119755468,0.0280803299187575,0.00395450788604523,0.00546961076041804,0.0132976922386219,0.0205979292797981,0.00814826019704826,0.0117131557998948,0.0100999255884076,0.0214669260732982,0.00218836219678168,0.0120777669217159,0.0138692147698536
